name,content,date_created,id,author,contentJson,num_retweets,in_reply_to_screen_name,type,lang,query_candidate,source_file,rt_source,rt_source_id,is_retweet,is_reply_or_mention,cleaned_content,topic_content,author_followers,author_friends,author_statuses,author_created_at
tirekkecil,RT @mawakresna Tuduhan anies intoleran itu dari mana sih? kasus pilkada dulu sama sekali tidak dimulai oleh anies dan tidak ada hubungannya dengan anies [RE MrRifkyy],2024-01-04 18:09:50+00:00,tw-1742971613308674137,"{""lst_cnt"":8,""frn_cnt"":5004,""created_at"":""2016-04-17T09:49:10Z"",""loc"":"""",""name"":""ð¦ qq â· â­â¬ â¬â­(ï½¡â¢Ìá´-)â§ ðð¦"",""sts_cnt"":146823,""image"":""https://pbs.twimg.com/profile_images/1732510681147277313/wL_fMjyF_normal.jpg"",""username"":""tirekkecil"",""scr_name"":""tirekkecil"",""id"":""721636613617356801"",""flw_cnt"":4084}","{""reply_cnt"":22,""source"":null,""entities"":{""hashtags"":[],""media"":[{""type"":""text""}]},""quote_cnt"":3,""rt_cnt"":34,""url"":""https://twitter.com/tirekkecil/status/1742971613308674137"",""user"":{""frn_cnt"":5004,""lst_cnt"":8,""created_at"":""2016-04-17T09:49:10Z"",""sts_cnt"":146823,""image"":""https://pbs.twimg.com/profile_images/1732510681147277313/wL_fMjyF_normal.jpg"",""loc"":"""",""name"":""ð¦ qq â· â­â¬ â¬â­(ï½¡â¢Ìá´-)â§ ðð¦"",""id"":""721636613617356801"",""flw_cnt"":4084,""scr_name"":""tirekkecil"",""username"":""tirekkecil""},""rt_status"":{""screen_name"":""MrRifkyy"",""user_id"":""1643705791214657537"",""id"":""1742733806489231484""},""bookmark_cnt"":17,""view_cnt"":33646,""fav_cnt"":466}",34,MrRifkyy,twit,id,anies,data-twit-anies.json,MrRifkyy,1742733806489231484,True,True,@mawakresna Tuduhan anies intoleran itu dari mana sih? kasus pilkada dulu sama sekali tidak dimulai oleh anies dan tidak ada hubungannya dengan anies,tuduhan anies intoleran itu dari mana sih kasus pilkada dulu sama sekali tidak dimulai oleh anies dan tidak ada hubungannya dengan anies,4084,5004,146823,2016-04-17 09:49:10+00:00
ZulKifl17902570,"RT Apel Siaga di Sumenep, Ulama: Saatnya Rebut dan Menangkan Anies Baswedan-Muhaimin Iskandar https://t.co/VCqWlCIYh8 [RE kba_news]",2024-01-04 18:09:51+00:00,tw-1742971618325061657,"{""loc"":"""",""name"":""Zul Kifli"",""sts_cnt"":11206,""image"":""https://pbs.twimg.com/profile_images/1599168503038513152/ZGnq3s5l_normal.jpg"",""username"":""ZulKifl17902570"",""scr_name"":""ZulKifl17902570"",""id"":""1599168287535157249"",""flw_cnt"":44,""lst_cnt"":0,""frn_cnt"":81,""created_at"":""2022-12-03T22:27:36Z""}","{""quote_cnt"":2,""user"":{""scr_name"":""ZulKifl17902570"",""username"":""ZulKifl17902570"",""id"":""1599168287535157249"",""flw_cnt"":44,""sts_cnt"":11206,""image"":""https://pbs.twimg.com/profile_images/1599168503038513152/ZGnq3s5l_normal.jpg"",""name"":""Zul Kifli"",""loc"":"""",""created_at"":""2022-12-03T22:27:36Z"",""frn_cnt"":81,""lst_cnt"":0},""url"":""https://twitter.com/ZulKifl17902570/status/1742971618325061657"",""rt_cnt"":104,""fav_cnt"":254,""view_cnt"":1005,""bookmark_cnt"":0,""rt_status"":{""screen_name"":""kba_news"",""user_id"":""1443801854756880385"",""id"":""1742843901407322228""},""reply_cnt"":0,""source"":null,""entities"":{""hashtags"":[],""media"":[{""type"":""text""}]}}",104,kba_news,twit,id,anies,data-twit-anies.json,kba_news,1742843901407322228,True,True,"Apel Siaga di Sumenep, Ulama: Saatnya Rebut dan Menangkan Anies Baswedan-Muhaimin Iskandar",apel siaga sumenep ulama saatnya rebut dan menangkan anies baswedan muhaimin iskandar,44,81,11206,2022-12-03 22:27:36+00:00
Delan_setiapano,"Prabowo, SBY, AHY dan Muallem di Mesjid Raya Baiturrahman Banda Aceh ð.
san

AgusYudhoyono
PDemokrat
Demokrat Bersama Rakyat
https://t.co/ozUjCKGbpI",2024-01-04 18:09:52+00:00,tw-1742971624398413856,"{""scr_name"":""Delan_setiapano"",""lst_cnt"":0,""id"":""2758782436"",""username"":""Delan_setiapano"",""frn_cnt"":4,""image"":""https://pbs.twimg.com/profile_images/1689304287736926208/9ZSvwPYx_normal.jpg"",""flw_cnt"":1,""name"":""Delan Setiapano"",""loc"":""Denpasar Selatan, Indonesia"",""created_at"":""2014-09-01T23:29:45Z"",""sts_cnt"":15273}","{""entities"":{""hashtags"":[]},""url"":""https://twitter.com/Delan_setiapano/status/1742971624398413856"",""reply_cnt"":0,""user"":{""scr_name"":""Delan_setiapano"",""lst_cnt"":0,""id"":""2758782436"",""username"":""Delan_setiapano"",""frn_cnt"":4,""image"":""https://pbs.twimg.com/profile_images/1689304287736926208/9ZSvwPYx_normal.jpg"",""name"":""Delan Setiapano"",""flw_cnt"":1,""loc"":""Denpasar Selatan, Indonesia"",""sts_cnt"":15273,""created_at"":""2014-09-01T23:29:45Z""},""bookmark_cnt"":0,""source"":null,""fav_cnt"":0,""view_cnt"":2,""quote_cnt"":0,""rt_cnt"":0}",0,,twit,id,prabowo,data-twit-prabowo.json,,,False,False,"Prabowo, SBY, AHY dan Muallem di Mesjid Raya Baiturrahman Banda Aceh ð. san AgusYudhoyono PDemokrat Demokrat Bersama Rakyat",prabowo sby ahy dan muallem mesjid raya baiturrahman banda aceh san agusyudhoyono pdemokrat demokrat bersama rakyat,1,4,15273,2014-09-01 23:29:45+00:00
D_Kusnandar,"RT Pengamat politik Serpong Ambang Priyonggo, Ph.D. sebut alasan suara Anies naik signifikan pascadebat pertama karena gagasan perubahan. https://t.co/DyiFf8FSsu [RE kumparan]",2024-01-04 18:09:52+00:00,tw-1742971623001710838,"{""frn_cnt"":885,""lst_cnt"":0,""created_at"":""2013-10-04T13:26:18Z"",""image"":""https://pbs.twimg.com/profile_images/1526020046983553024/0GAsSW7x_normal.jpg"",""sts_cnt"":10183,""name"":""d'kusnandar"",""loc"":"""",""id"":""1934237556"",""flw_cnt"":132,""scr_name"":""D_Kusnandar"",""username"":""D_Kusnandar""}","{""quote_cnt"":2,""fav_cnt"":430,""rt_status"":{""id"":""1742878071408267670"",""user_id"":""759692754985242625"",""screen_name"":""kumparan""},""bookmark_cnt"":0,""view_cnt"":5072,""url"":""https://twitter.com/D_Kusnandar/status/1742971623001710838"",""rt_cnt"":119,""user"":{""scr_name"":""D_Kusnandar"",""username"":""D_Kusnandar"",""flw_cnt"":132,""id"":""1934237556"",""image"":""https://pbs.twimg.com/profile_images/1526020046983553024/0GAsSW7x_normal.jpg"",""sts_cnt"":10183,""name"":""d'kusnandar"",""loc"":"""",""created_at"":""2013-10-04T13:26:18Z"",""frn_cnt"":885,""lst_cnt"":0},""source"":null,""reply_cnt"":6,""entities"":{""hashtags"":[],""media"":[{""type"":""text""}]}}",119,kumparan,twit,id,anies,data-twit-anies.json,kumparan,1742878071408267670,True,True,"Pengamat politik Serpong Ambang Priyonggo, Ph.D. sebut alasan suara Anies naik signifikan pascadebat pertama karena gagasan perubahan.",pengamat politik serpong ambang priyonggo sebut alasan suara anies naik signifikan pascadebat pertama karena gagasan perubahan,132,885,10183,2013-10-04 13:26:18+00:00
AbdeeDenny,"RT Kualitas kampanye saat ini betul2 naik kelas,level nya lebih baik bener2 kampanye Abah Anies Mncerdaskan Kehidupan Bangsa.selalu ada ilmu baru yg kita dpt,semanga Abah Anies 2024 Presiden RIð https://t.co/VWWDyJM4L5 [RE CutSarina5]",2024-01-04 18:09:54+00:00,tw-1742971633441333354,"{""loc"":"""",""name"":""Denny Abdee"",""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""sts_cnt"":9424,""id"":""940249295307005953"",""flw_cnt"":85,""username"":""AbdeeDenny"",""scr_name"":""AbdeeDenny"",""lst_cnt"":0,""frn_cnt"":304,""created_at"":""2017-12-11T15:57:55Z""}","{""entities"":{""media"":[{""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742877099910922240/pu/img/kGAfuQ84jX5LHoyh.jpg"",""type"":""video""}],""hashtags"":[]},""source"":null,""reply_cnt"":11,""rt_status"":{""screen_name"":""CutSarina5"",""user_id"":""1344460749964414976"",""id"":""1742877133624746000""},""bookmark_cnt"":1,""view_cnt"":5081,""fav_cnt"":524,""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742877099910922240/pu/img/kGAfuQ84jX5LHoyh.jpg"",""rt_cnt"":157,""user"":{""id"":""940249295307005953"",""flw_cnt"":85,""username"":""AbdeeDenny"",""scr_name"":""AbdeeDenny"",""loc"":"""",""name"":""Denny Abdee"",""sts_cnt"":9424,""image"":""https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"",""created_at"":""2017-12-11T15:57:55Z"",""lst_cnt"":0,""frn_cnt"":304},""quote_cnt"":1}",157,CutSarina5,twit,id,anies,data-twit-anies.json,CutSarina5,1742877133624746000,True,True,"Kualitas kampanye saat ini betul2 naik kelas,level nya lebih baik bener2 kampanye Abah Anies Mncerdaskan Kehidupan Bangsa.selalu ada ilmu baru yg kita dpt,semanga Abah Anies 2024 Presiden RIð",kualitas kampanye saat ini betul2 naik kelas level nya lebih baik bener2 kampanye abah anies mncerdaskan kehidupan bangsa selalu ada ilmu baru kita dpt semanga abah anies 2024 presiden,85,304,9424,2017-12-11 15:57:55+00:00
Ran_ma22,"RT Well afaik, orang Jakarta yang ngga mau pilih Anies itu salah satunya dari middle-upper class yang kenyamanannya terganggu dan ngga ngerasain apa yang dibangun di Jakarta. Mereka yang setiap hari naik mobil yang ga pernah sama sekali nyoba naik KRL dan ga paham arah kebijakannya. [RE Kajiyadono]",2024-01-04 18:09:55+00:00,tw-1742971637102960770,"{""scr_name"":""Ran_ma22"",""username"":""Ran_ma22"",""flw_cnt"":223,""id"":""1061068154103783425"",""image"":""https://pbs.twimg.com/profile_images/1708313896740880384/UBooqpUI_normal.jpg"",""sts_cnt"":233580,""loc"":"""",""name"":""Ran ð"",""created_at"":""2018-11-10T01:28:56Z"",""frn_cnt"":671,""lst_cnt"":1}","{""reply_cnt"":150,""source"":null,""entities"":{""media"":[{""type"":""text""}],""hashtags"":[]},""quote_cnt"":257,""user"":{""sts_cnt"":233580,""image"":""https://pbs.twimg.com/profile_images/1708313896740880384/UBooqpUI_normal.jpg"",""loc"":"""",""name"":""Ran ð"",""scr_name"":""Ran_ma22"",""username"":""Ran_ma22"",""id"":""1061068154103783425"",""flw_cnt"":223,""frn_cnt"":671,""lst_cnt"":1,""created_at"":""2018-11-10T01:28:56Z""},""url"":""https://twitter.com/Ran_ma22/status/1742971637102960770"",""rt_cnt"":2592,""fav_cnt"":9751,""rt_status"":{""user_id"":""2926683007"",""screen_name"":""Kajiyadono"",""id"":""1742597629765353588""},""bookmark_cnt"":882,""view_cnt"":622486}",2592,Kajiyadono,twit,id,anies,data-twit-anies.json,Kajiyadono,1742597629765353588,True,True,"Well afaik, orang Jakarta yang ngga mau pilih Anies itu salah satunya dari middle-upper class yang kenyamanannya terganggu dan ngga ngerasain apa yang dibangun di Jakarta. Mereka yang setiap hari naik mobil yang ga pernah sama sekali nyoba naik KRL dan ga paham arah kebijakannya.",well afaik orang jakarta yang ngga mau pilih anies itu salah satunya dari middle upper class yang kenyamanannya terganggu dan ngga ngerasain apa yang dibangun jakarta mereka yang setiap hari naik mobil yang pernah sama sekali nyoba naik krl dan paham arah kebijakannya,223,671,233580,2018-11-10 01:28:56+00:00
Delan_setiapano,"Pak Prabowo, SBY dan AHY berbagi makanan..
mtw

PDemokrat
AgusYudhoyono
Demokrat Bersama Rakyat
https://t.co/ZbuJaRcjbm",2024-01-04 18:09:55+00:00,tw-1742971637061017838,"{""image"":""https://pbs.twimg.com/profile_images/1689304287736926208/9ZSvwPYx_normal.jpg"",""frn_cnt"":4,""id"":""2758782436"",""username"":""Delan_setiapano"",""scr_name"":""Delan_setiapano"",""lst_cnt"":0,""created_at"":""2014-09-01T23:29:45Z"",""sts_cnt"":15273,""loc"":""Denpasar Selatan, Indonesia"",""flw_cnt"":1,""name"":""Delan Setiapano""}","{""quote_cnt"":0,""rt_cnt"":0,""bookmark_cnt"":0,""source"":null,""fav_cnt"":0,""view_cnt"":null,""reply_cnt"":0,""user"":{""id"":""2758782436"",""username"":""Delan_setiapano"",""scr_name"":""Delan_setiapano"",""lst_cnt"":0,""image"":""https://pbs.twimg.com/profile_images/1689304287736926208/9ZSvwPYx_normal.jpg"",""frn_cnt"":4,""flw_cnt"":1,""name"":""Delan Setiapano"",""sts_cnt"":15273,""created_at"":""2014-09-01T23:29:45Z"",""loc"":""Denpasar Selatan, Indonesia""},""entities"":{""hashtags"":[]},""url"":""https://twitter.com/Delan_setiapano/status/1742971637061017838""}",0,,twit,id,prabowo,data-twit-prabowo.json,,,False,False,"Pak Prabowo, SBY dan AHY berbagi makanan.. mtw PDemokrat AgusYudhoyono Demokrat Bersama Rakyat",pak prabowo sby dan ahy berbagi makanan mtw pdemokrat agusyudhoyono demokrat bersama rakyat,1,4,15273,2014-09-01 23:29:45+00:00
IhsanKasyaf,"RT Ada yang was-was dengan acara Desak Anies!!!??
Diacara Desak Anies di Tanah Datar Sumbar kemarin sempat dibatalkan tempat acaranya, last minute baru dpt di GOR Tanah Datar tp antusias rakyat TIDAK BERKURANG SEDIKITPUN..
Desak Anies smkn Diminati tp penjegalan jg smkn besar..âï¸ https://t.co/8R25TtrczP [RE Malika6027]",2024-01-04 18:09:56+00:00,tw-1742971640710062117,"{""created_at"":""2022-07-29T19:33:01Z"",""lst_cnt"":0,""frn_cnt"":24,""username"":""IhsanKasyaf"",""scr_name"":""IhsanKasyaf"",""id"":""1553101248127123456"",""flw_cnt"":4,""name"":""Ø¥ÙØ³Ø§Ù ÙØ´Ù"",""loc"":"""",""image"":""https://pbs.twimg.com/profile_images/1741643799645102080/ucTtVcjk_normal.jpg"",""sts_cnt"":664}","{""quote_cnt"":8,""fav_cnt"":796,""bookmark_cnt"":1,""rt_status"":{""id"":""1742749189526921435"",""screen_name"":""Malika6027"",""user_id"":""1603593688005115905""},""view_cnt"":10591,""url"":""https://pbs.twimg.com/ext_tw_video_thumb/1742749050443890688/pu/img/KpCeHkwIrXvcbX5n.jpg"",""user"":{""created_at"":""2022-07-29T19:33:01Z"",""frn_cnt"":24,""lst_cnt"":0,""id"":""1553101248127123456"",""flw_cnt"":4,""scr_name"":""IhsanKasyaf"",""username"":""IhsanKasyaf"",""image"":""https://pbs.twimg.com/profile_images/1741643799645102080/ucTtVcjk_normal.jpg"",""sts_cnt"":664,""loc"":"""",""name"":""Ø¥ÙØ³Ø§Ù ÙØ´Ù""},""rt_cnt"":393,""source"":null,""reply_cnt"":12,""entities"":{""media"":[{""type"":""video"",""media_url_https"":""https://pbs.twimg.com/ext_tw_video_thumb/1742749050443890688/pu/img/KpCeHkwIrXvcbX5n.jpg""}],""hashtags"":[]}}",393,Malika6027,twit,id,anies,data-twit-anies.json,Malika6027,1742749189526921435,True,True,"Ada yang was-was dengan acara Desak Anies!!!?? Diacara Desak Anies di Tanah Datar Sumbar kemarin sempat dibatalkan tempat acaranya, last minute baru dpt di GOR Tanah Datar tp antusias rakyat TIDAK BERKURANG SEDIKITPUN.. Desak Anies smkn Diminati tp penjegalan jg smkn besar..âï¸",ada yang was was dengan acara desak anies diacara desak anies tanah datar sumbar kemarin sempat dibatalkan tempat acaranya last minute baru dpt gor tanah datar antusias rakyat tidak berkurang sedikitpun desak anies smkn diminati penjegalan smkn besar,4,24,664,2022-07-29 19:33:01+00:00
HyeYanti,"RT Ketika gub sebelumnya menggandeng aetra untuk mengurusi air bersih justru warga kecewa. Air mengalir sangat sedikit itupun keruh dan hrs diendapkan dulu untuk dipake kemudian. 

""Terima kasih pak Prabowo sudah membantu ekonomi saya"" Begitu kata warga cilincing. Ketika perbulan hrs membayar 90rb utk pam dengan pelayanan yang sangat tidak memuaskan warga terpaksa beli air 50rb/3 hari. Tentu ini sangat memberatkan

""Kalau anda tidak bisa bantu banyak orang, bantulah beberapa orang. Kalau tidak bisa bantu beberapa orang, bantulah satu orang. Kalau satu orang pun anda tidak bisa bantu, jangan bikin orang lain susah"" Prinsip dr ayah #Prabowo yang terus dipegang dan dipraktekan. Gak peduli dianggap apa klo dirasa benar tetap terus dilakukan
Salam Dua Jari âï¸ð«°
Dengan damai dan kasih sayang #PrabowoGibran hadir menyelesaikan persoalan bangsa.... 
Lope2 sekebon pak gemoy @prabowo dan mas samsul @gibran_tweet [RE are_inismyname]",2024-01-04 18:09:57+00:00,tw-1742971645307019287,"{""sts_cnt"":50606,""name"":""hye..."",""frn_cnt"":349,""loc"":""Jakarta Capital Region, Indone"",""id"":""1432617439"",""flw_cnt"":379,""username"":""HyeYanti"",""scr_name"":""HyeYanti"",""image"":""https://pbs.twimg.com/profile_images/1742974646243450882/9rSXbLoY_normal.jpg"",""created_at"":""2013-05-16T09:28:05Z"",""lst_cnt"":0}","{""rt_status"":{""user_id"":""1152447574411902977"",""id"":""1742740667456246093"",""screen_name"":""are_inismyname""},""source"":null,""quote_cnt"":0,""fav_cnt"":0,""rt_cnt"":36,""url"":""https://twitter.com/HyeYanti/status/1742971645307019287"",""entities"":{""hashtags"":[]},""reply_cnt"":0,""user"":{""flw_cnt"":379,""username"":""HyeYanti"",""scr_name"":""HyeYanti"",""image"":""https://pbs.twimg.com/profile_images/1742974646243450882/9rSXbLoY_normal.jpg"",""created_at"":""2013-05-16T09:28:05Z"",""lst_cnt"":0,""sts_cnt"":50606,""name"":""hye..."",""loc"":""Jakarta Capital Region, Indone"",""frn_cnt"":349,""id"":""1432617439""}}",36,are_inismyname,twit,id,prabowo,data-twit-prabowo.json,are_inismyname,1742740667456246093,True,True,"Ketika gub sebelumnya menggandeng aetra untuk mengurusi air bersih justru warga kecewa. Air mengalir sangat sedikit itupun keruh dan hrs diendapkan dulu untuk dipake kemudian. ""Terima kasih pak Prabowo sudah membantu ekonomi saya"" Begitu kata warga cilincing. Ketika perbulan hrs membayar 90rb utk pam dengan pelayanan yang sangat tidak memuaskan warga terpaksa beli air 50rb/3 hari. Tentu ini sangat memberatkan ""Kalau anda tidak bisa bantu banyak orang, bantulah beberapa orang. Kalau tidak bisa bantu beberapa orang, bantulah satu orang. Kalau satu orang pun anda tidak bisa bantu, jangan bikin orang lain susah"" Prinsip dr ayah #Prabowo yang terus dipegang dan dipraktekan. Gak peduli dianggap apa klo dirasa benar tetap terus dilakukan Salam Dua Jari âï¸ð«° Dengan damai dan kasih sayang #PrabowoGibran hadir menyelesaikan persoalan bangsa.... Lope2 sekebon pak gemoy @prabowo dan mas samsul @gibran_tweet",ketika gub sebelumnya menggandeng aetra untuk mengurusi air bersih justru warga kecewa air mengalir sangat sedikit itupun keruh dan hrs diendapkan dulu untuk dipake kemudian terima kasih pak prabowo sudah membantu ekonomi saya begitu kata warga cilincing ketika perbulan hrs membayar 90rb utk pam dengan pelayanan yang sangat tidak memuaskan warga terpaksa beli air 50rb hari tentu ini sangat memberatkan kalau anda tidak bisa bantu banyak orang bantulah beberapa orang kalau tidak bisa bantu beberapa orang bantulah satu orang kalau satu orang pun anda tidak bisa bantu jangan bikin orang lain susah prinsip ayah prabowo yang terus dipegang dan dipraktekan gak peduli dianggap apa klo dirasa benar tetap terus dilakukan salam dua jari dengan damai dan kasih sayang prabowogibran hadir menyelesaikan persoalan bangsa lope2 sekebon pak gemoy dan mas samsul,379,349,50606,2013-05-16 09:28:05+00:00
HendrikPlafon,"RT Kemarin Viral Satpol-PP secara Terang-terangan Mendukung Prabowo -Gibran, dan Moeldoko bilang Satpol-PP Tidak Melanggar Etik,...Begini Tanggapan Cak Imin Mengenai Satpol-PP Dukung Prabowo-Gibran 

Cak Imin : "" pernyataan Moledoko Soal Satpol-PP Menyakiti Nurani Rakyat "" https://t.co/6MVA3tae9R [RE Yurissa_Samosir]",2024-01-04 18:09:58+00:00,tw-1742971647102181547,"{""image"":""https://pbs.twimg.com/profile_images/1723465674310504448/AlwXwGB3_normal.jpg"",""lst_cnt"":0,""created_at"":""2022-02-22T05:16:16Z"",""flw_cnt"":11,""username"":""HendrikPlafon"",""scr_name"":""HendrikPlafon"",""frn_cnt"":18,""loc"":"""",""id"":""1495990694535921664"",""sts_cnt"":251,""name"":""free palistina""}","{""user"":{""name"":""free palistina"",""sts_cnt"":251,""id"":""1495990694535921664"",""loc"":"""",""frn_cnt"":18,""scr_name"":""HendrikPlafon"",""username"":""HendrikPlafon"",""flw_cnt"":11,""lst_cnt"":0,""created_at"":""2022-02-22T05:16:16Z"",""image"":""https://pbs.twimg.com/profile_images/1723465674310504448/AlwXwGB3_normal.jpg""},""reply_cnt"":0,""entities"":{""hashtags"":[]},""fav_cnt"":0,""rt_cnt"":144,""url"":""https://twitter.com/HendrikPlafon/status/1742971647102181547"",""quote_cnt"":0,""source"":null,""rt_status"":{""id"":""1742859087774457974"",""screen_name"":""Yurissa_Samosir"",""user_id"":""1456283686312103939""}}",144,Yurissa_Samosir,twit,id,prabowo,data-twit-prabowo.json,Yurissa_Samosir,1742859087774457974,True,True,"Kemarin Viral Satpol-PP secara Terang-terangan Mendukung Prabowo -Gibran, dan Moeldoko bilang Satpol-PP Tidak Melanggar Etik,...Begini Tanggapan Cak Imin Mengenai Satpol-PP Dukung Prabowo-Gibran Cak Imin : "" pernyataan Moledoko Soal Satpol-PP Menyakiti Nurani Rakyat """,kemarin viral satpol secara terang terangan mendukung prabowo gibran dan moeldoko bilang satpol tidak melanggar etik begini tanggapan cak imin mengenai satpol dukung prabowo gibran cak imin pernyataan moledoko soal satpol menyakiti nurani rakyat,11,18,251,2022-02-22 05:16:16+00:00
D_Kusnandar,RT ABAH ANIES ! https://t.co/Algr56q8RL [RE sutanmangara],2024-01-04 18:10:00+00:00,tw-1742971657827016785,"{""created_at"":""2013-10-04T13:26:18Z"",""frn_cnt"":885,""lst_cnt"":0,""scr_name"":""D_Kusnandar"",""username"":""D_Kusnandar"",""flw_cnt"":132,""id"":""1934237556"",""image"":""https://pbs.twimg.com/profile_images/1526020046983553024/0GAsSW7x_normal.jpg"",""sts_cnt"":10183,""name"":""d'kusnandar"",""loc"":""""}","{""quote_cnt"":0,""rt_cnt"":65,""url"":""https://pbs.twimg.com/media/GDAb5GRbcAAWqK-?format=jpg&name=orig"",""user"":{""created_at"":""2013-10-04T13:26:18Z"",""lst_cnt"":0,""frn_cnt"":885,""username"":""D_Kusnandar"",""scr_name"":""D_Kusnandar"",""flw_cnt"":132,""id"":""1934237556"",""loc"":"""",""name"":""d'kusnandar"",""sts_cnt"":10183,""image"":""https://pbs.twimg.com/profile_images/1526020046983553024/0GAsSW7x_normal.jpg""},""view_cnt"":1623,""bookmark_cnt"":0,""rt_status"":{""screen_name"":""sutanmangara"",""user_id"":""1227719379103571968"",""id"":""1742923730505060656""},""fav_cnt"":186,""reply_cnt"":1,""source"":null,""entities"":{""hashtags"":[],""media"":[{""type"":""image"",""media_url_https"":""https://pbs.twimg.com/media/GDAb5GRbcAAWqK-?format=jpg&name=orig""}]}}",65,sutanmangara,twit,id,anies,data-twit-anies.json,sutanmangara,1742923730505060656,True,True,ABAH ANIES !,abah anies,132,885,10183,2013-10-04 13:26:18+00:00
MangUcuy,"RT Lagi banyak Modus Seolah olah akan memberikan dukungan ke Anies

Dengan narasi seragam Yang Point nya ingin Memberikan Stigma Sentimen AGAMA RAS Dijaman Anies itu benar ada

Cara main Basi Hanya Pola menyampaikan nya saja yang berubah kita harus cerdas Menyikapi nya [RE Catatan_ali7]",2024-01-04 18:10:04+00:00,tw-1742971671546585433,"{""created_at"":""2014-01-22T16:17:02Z"",""frn_cnt"":822,""lst_cnt"":2,""scr_name"":""MangUcuy"",""username"":""MangUcuy"",""id"":""2305101589"",""flw_cnt"":1151,""image"":""https://pbs.twimg.com/profile_images/1653203611630051328/faCdDR6N_normal.jpg"",""sts_cnt"":190930,""name"":""Mang Ucuy"",""loc"":""Bengkel Tas Counture""}","{""source"":null,""reply_cnt"":23,""entities"":{""media"":[{""type"":""text""}],""hashtags"":[]},""quote_cnt"":2,""rt_status"":{""screen_name"":""Catatan_ali7"",""user_id"":""1133311906976952320"",""id"":""1742884604913352780""},""bookmark_cnt"":4,""view_cnt"":7648,""fav_cnt"":500,""url"":""https://twitter.com/MangUcuy/status/1742971671546585433"",""user"":{""frn_cnt"":822,""lst_cnt"":2,""created_at"":""2014-01-22T16:17:02Z"",""image"":""https://pbs.twimg.com/profile_images/1653203611630051328/faCdDR6N_normal.jpg"",""sts_cnt"":190930,""loc"":""Bengkel Tas Counture"",""name"":""Mang Ucuy"",""id"":""2305101589"",""flw_cnt"":1151,""scr_name"":""MangUcuy"",""username"":""MangUcuy""},""rt_cnt"":145}",145,Catatan_ali7,twit,id,anies,data-twit-anies.json,Catatan_ali7,1742884604913352780,True,True,Lagi banyak Modus Seolah olah akan memberikan dukungan ke Anies Dengan narasi seragam Yang Point nya ingin Memberikan Stigma Sentimen AGAMA RAS Dijaman Anies itu benar ada Cara main Basi Hanya Pola menyampaikan nya saja yang berubah kita harus cerdas Menyikapi nya,lagi banyak modus seolah olah akan memberikan dukungan anies dengan narasi seragam yang point nya ingin memberikan stigma sentimen agama ras dijaman anies itu benar ada cara main basi hanya pola menyampaikan nya saja yang berubah kita harus cerdas menyikapi nya,1151,822,190930,2014-01-22 16:17:02+00:00
koktanyasayadeh,"@SumitroYoel Agama radikal? What the hell Yoel? Coba sebutin dengan jelas dan explisit? Lu sakit hati Ahok kalah Pilgub, sekarang mau ngatur2 Anies. Sok Sokan pake tameng dukung. Kalo ""diserang balik"", playing victim bilang double minoritas. Ga ""diserang balik"", ngelunjak. Tampil juga nih ð¤",2024-01-04 18:10:05+00:00,tw-1742971677536051636,"{""loc"":"""",""frn_cnt"":1569,""created_at"":""2011-03-30T14:26:05Z"",""id"":""274550372"",""scr_name"":""koktanyasayadeh"",""sts_cnt"":48043,""name"":""Yo Ndak Tau"",""lst_cnt"":0,""flw_cnt"":683,""username"":""koktanyasayadeh"",""image"":""https://pbs.twimg.com/profile_images/1167986371606171649/pi9Z6bt9_normal.jpg""}","{""entities"":{""hashtags"":[]},""user"":{""name"":""Yo Ndak Tau"",""flw_cnt"":683,""lst_cnt"":0,""username"":""koktanyasayadeh"",""image"":""https://pbs.twimg.com/profile_images/1167986371606171649/pi9Z6bt9_normal.jpg"",""loc"":"""",""frn_cnt"":1569,""created_at"":""2011-03-30T14:26:05Z"",""scr_name"":""koktanyasayadeh"",""id"":""274550372"",""sts_cnt"":48043},""source"":null,""rt_cnt"":0,""reply_cnt"":0,""quote_cnt"":0,""fav_cnt"":0,""url"":""https://twitter.com/koktanyasayadeh/status/1742971677536051636""}",0,SumitroYoel,twit,id,anies,data-twit-anies.json,,,False,True,"@SumitroYoel Agama radikal? What the hell Yoel? Coba sebutin dengan jelas dan explisit? Lu sakit hati Ahok kalah Pilgub, sekarang mau ngatur2 Anies. Sok Sokan pake tameng dukung. Kalo ""diserang balik"", playing victim bilang double minoritas. Ga ""diserang balik"", ngelunjak. Tampil juga nih ð¤",agama radikal what the hell yoel coba sebutin dengan jelas dan explisit sakit hati ahok kalah pilgub sekarang mau ngatur2 anies sok sokan pake tameng dukung kalo diserang balik playing victim bilang double minoritas diserang balik ngelunjak tampil juga nih,683,1569,48043,2011-03-30 14:26:05+00:00
