Source,Target,Weight,s_text,s_time,w_ij,delta_t_seconds,edge_type,rt_source,rt_source_id,tweet_i,tweet_j,query_i,query_j
Agustiadi_,Mahda_bana,0.5836270413024374,0.6802900433540344,0.4869640392508404,0.5836270413024374,623.0,semantic,,,AHY hadiri Peringatan 19 Tahun Tsunami Aceh yang dihadiri juga oleh Presiden RI Ke-6 Bapak SBY dan Menhan RI Bapak Prabowo di Aceh.. ylo AgusYudhoyono PDemokrat Demokrat Bersama...,"Prabowo-SBY-AHY di Aceh, Kenang 19 Tahun Bencana Tsunami.. koi PDemokrat AgusYudhoyono Demokrat Bersama Rakyat",prabowo,prabowo
Agustiadi_,Mahda_bana,0.7303508579521993,1.000000238418579,0.46070147748581963,0.7303508579521993,671.0,semantic,,,AHY hadiri Peringatan 19 Tahun Tsunami Aceh yang dihadiri juga oleh Presiden RI Ke-6 Bapak SBY dan Menhan RI Bapak Prabowo di Aceh.. ylo AgusYudhoyono PDemokrat Demokrat Bersama...,AHY hadiri Peringatan 19 Tahun Tsunami Aceh yang dihadiri juga oleh Presiden RI Ke-6 Bapak SBY dan Menhan RI Bapak Prabowo di Aceh.. ylo AgusYudhoyono PDemokrat Demokrat Bersama...,prabowo,prabowo
Saitei_Ten,agusabah1980,0.9248571940343346,1.0,0.8497143880686694,0.9248571940343346,141.0,retweet,zizuambis,1742783610573525365,"Attention, HELP RTâ¼ï¸ Hai semuaa! Jadi rencananya kita akan mengadakan acara cupsleeve pak Anies dan nobar debat capres sebagai bentuk dukungan terhadap pak anies! semuanya o...","Attention, HELP RTâ¼ï¸ Hai semuaa! Jadi rencananya kita akan mengadakan acara cupsleeve pak Anies dan nobar debat capres sebagai bentuk dukungan terhadap pak anies! semuanya o...",anies,anies
BusthomT,Saitei_Ten,0.8914070622740422,1.0,0.7828141245480845,0.8914070622740422,212.0,retweet,zizuambis,1742783610573525365,"Attention, HELP RTâ¼ï¸ Hai semuaa! Jadi rencananya kita akan mengadakan acara cupsleeve pak Anies dan nobar debat capres sebagai bentuk dukungan terhadap pak anies! semuanya o...","Attention, HELP RTâ¼ï¸ Hai semuaa! Jadi rencananya kita akan mengadakan acara cupsleeve pak Anies dan nobar debat capres sebagai bentuk dukungan terhadap pak anies! semuanya o...",anies,anies
MasHanifAbdul,dien_amalafs,0.9670625078147417,1.0,0.9341250156294834,0.9670625078147417,59.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",prabowo,anies
MasHanifAbdul,dien_amalafs,0.9670625078147417,1.0,0.9341250156294834,0.9670625078147417,59.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",prabowo,prabowo
dien_amalafs,fajar_achadi,0.9362947724123913,1.0,0.8725895448247826,0.9362947724123913,118.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",prabowo,prabowo
dien_amalafs,fajar_achadi,0.9362947724123913,1.0,0.8725895448247826,0.9362947724123913,118.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",prabowo,anies
KristinaRahma,dien_amalafs,0.7144320914834507,1.0,0.42886418296690126,0.7144320914834507,733.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",prabowo,prabowo
bbbyc37,dien_amalafs,0.6886301271488405,1.0,0.37726025429768106,0.6886301271488405,844.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",prabowo,prabowo
Hartono589,dien_amalafs,0.6805302039039887,1.0,0.3610604078079774,0.6805302039039887,882.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",prabowo,prabowo
MasHanifAbdul,dien_amalafs,0.9670625078147417,1.0,0.9341250156294834,0.9670625078147417,59.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",anies,anies
MasHanifAbdul,dien_amalafs,0.9670625078147417,1.0,0.9341250156294834,0.9670625078147417,59.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",anies,prabowo
dien_amalafs,fajar_achadi,0.9362947724123913,1.0,0.8725895448247826,0.9362947724123913,118.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",anies,prabowo
dien_amalafs,fajar_achadi,0.9362947724123913,1.0,0.8725895448247826,0.9362947724123913,118.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",anies,anies
KristinaRahma,dien_amalafs,0.7144320914834507,1.0,0.42886418296690126,0.7144320914834507,733.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",anies,prabowo
bbbyc37,dien_amalafs,0.6886301271488405,1.0,0.37726025429768106,0.6886301271488405,844.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",anies,prabowo
Hartono589,dien_amalafs,0.6805302039039887,1.0,0.3610604078079774,0.6805302039039887,882.0,retweet,kumparan,1742784069484552543,"Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...","Calon presiden nomor urut 1, Anies Baswedan, merespons atas beredarnya video Gus Miftah bagi-bagi duit di pesantrennya dan di belakangnya ada kaus Prabowo-Gibran. #pemilupedia #...",anies,prabowo
bbuscent,skeetrichten,0.9373037782897726,1.0,0.8746075565795453,0.9373037782897726,116.0,retweet,sunartodjamin65,1742744624702386346,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,prabowo,prabowo
bbuscent,skeetrichten,0.9373037782897726,1.0,0.8746075565795453,0.9373037782897726,116.0,retweet,sunartodjamin65,1742744624702386346,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,prabowo,anies
da_tator_id,skeetrichten,0.7418005223469588,1.0,0.4836010446939175,0.7418005223469588,629.0,retweet,sunartodjamin65,1742744624702386346,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,prabowo,prabowo
novikhss,skeetrichten,0.6879776548193912,1.0,0.3759553096387825,0.6879776548193912,847.0,retweet,sunartodjamin65,1742744624702386346,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,prabowo,prabowo
bbuscent,skeetrichten,0.9373037782897726,1.0,0.8746075565795453,0.9373037782897726,116.0,retweet,sunartodjamin65,1742744624702386346,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,anies,prabowo
bbuscent,skeetrichten,0.9373037782897726,1.0,0.8746075565795453,0.9373037782897726,116.0,retweet,sunartodjamin65,1742744624702386346,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,anies,anies
da_tator_id,skeetrichten,0.7418005223469588,1.0,0.4836010446939175,0.7418005223469588,629.0,retweet,sunartodjamin65,1742744624702386346,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,anies,prabowo
novikhss,skeetrichten,0.6879776548193912,1.0,0.3759553096387825,0.6879776548193912,847.0,retweet,sunartodjamin65,1742744624702386346,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,@dapitnih Pergi ke Minangkabo pinang calon istri. Bawa krupuk mlinjo dan sekarung roti Dulu pilih Prabowo karena gak srek sama Jokowi. Sekarang tidak pilih Prabowo karena Anies ...,anies,prabowo
Anuanu55159927,Pribumituan,0.9891470198718766,1.0,0.9782940397437533,0.9891470198718766,19.0,retweet,CNNIndonesia,1742829926326337909,"Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main","Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main",anies,anies
Anuanu55159927,Kang_Bedjos,0.9752248680442805,1.0,0.950449736088561,0.9752248680442805,44.0,retweet,CNNIndonesia,1742829926326337909,"Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main","Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main",anies,anies
Anuanu55159927,ZulKifl17902570,0.9423839182622048,1.0,0.8847678365244096,0.9423839182622048,106.0,retweet,CNNIndonesia,1742829926326337909,"Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main","Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main",anies,anies
Anuanu55159927,haenelnator,0.8833537140727592,1.0,0.7667074281455184,0.8833537140727592,230.0,retweet,CNNIndonesia,1742829926326337909,"Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main","Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main",anies,anies
D_Kusnandar,MalaYudi2903,0.9108622903692125,1.0,0.8217245807384251,0.9108622903692125,170.0,retweet,STresnowati1,1742761631388680368,"Viral , Gimana Mak Mak di jakarta tidak ter Anies Anies ...","Viral , Gimana Mak Mak di jakarta tidak ter Anies Anies ...",anies,anies
AkuPuny61743405,SubhanDanil,0.9595708404299743,1.0,0.9191416808599486,0.9595708404299743,73.0,retweet,ethadisaputra,1742895676823085465,"Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...","Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...",prabowo,prabowo
AkuPuny61743405,rijalblacjk,0.8556272381477732,1.0,0.7112544762955463,0.8556272381477732,295.0,retweet,ethadisaputra,1742895676823085465,"Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...","Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...",prabowo,prabowo
AhmadMa09842037,AkuPuny61743405,0.8039317283601489,1.0,0.6078634567202978,0.8039317283601489,431.0,retweet,ethadisaputra,1742895676823085465,"Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...","Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...",prabowo,prabowo
AkuPuny61743405,boy_pasET,0.7642902942396123,1.0,0.5285805884792245,0.7642902942396123,552.0,retweet,ethadisaputra,1742895676823085465,"Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...","Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...",prabowo,prabowo
AkuPuny61743405,rusmana58,0.7316848628346444,1.0,0.46336972566928875,0.7316848628346444,666.0,retweet,ethadisaputra,1742895676823085465,"Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...","Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...",prabowo,prabowo
AkuPuny61743405,ZulKifl17902570,0.7250906248949252,1.0,0.4501812497898503,0.7250906248949252,691.0,retweet,ethadisaputra,1742895676823085465,"Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...","Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...",prabowo,prabowo
AkuPuny61743405,Swarnad71915084,0.7083289036624892,1.0,0.4166578073249785,0.7083289036624892,758.0,retweet,ethadisaputra,1742895676823085465,"Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...","Polling pertama di 2024. Yakinkan pilihan Anda. @aniesbaswedan @prabowo @ganjarpranowo Polling tertutup, ga usah takut di ulti. Komen, Repost dan Like yaaa...... Selamat Tahun b...",prabowo,prabowo
Delan_setiapano,Mahda_bana,0.916115477523505,0.9999997615814209,0.8322311934655889,0.916115477523505,159.0,semantic,,,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. ywd AgusYudhoyono PDemokrat Demokrat Bersama Rakyat,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. ywd AgusYudhoyono PDemokrat Demokrat Bersama Rakyat,prabowo,prabowo
Delan_setiapano,Mahda_bana,0.875834021655292,0.953331470489502,0.7983365728210821,0.875834021655292,195.0,semantic,,,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. ywd AgusYudhoyono PDemokrat Demokrat Bersama Rakyat,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. wxj PDemokrat AgusYudhoyono Demokrat Bersama Rakyat,prabowo,prabowo
Delan_setiapano,Mahda_bana,0.7597762048985501,0.7230578660964966,0.7964945437006038,0.7597762048985501,197.0,semantic,,,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. ywd AgusYudhoyono PDemokrat Demokrat Bersama Rakyat,"Prabowo, SBY, AHY dan Muallem di Mesjid Raya Baiturrahman Banda Aceh ð. san AgusYudhoyono PDemokrat Demokrat Bersama Rakyat",prabowo,prabowo
Agustiadi_,Mahda_bana,0.6022149135560475,0.7230578660964966,0.4813719610155983,0.6022149135560475,633.0,semantic,,,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. ywd AgusYudhoyono PDemokrat Demokrat Bersama Rakyat,"Prabowo, SBY, AHY dan Muallem di Mesjid Raya Baiturrahman Banda Aceh ð. san AgusYudhoyono PDemokrat Demokrat Bersama Rakyat",prabowo,prabowo
Agustiadi_,Mahda_bana,0.7165191820277342,0.953331470489502,0.4797068935659666,0.7165191820277342,636.0,semantic,,,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. ywd AgusYudhoyono PDemokrat Demokrat Bersama Rakyat,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. wxj PDemokrat AgusYudhoyono Demokrat Bersama Rakyat,prabowo,prabowo
Agustiadi_,Mahda_bana,0.7300847180180574,0.9999997615814209,0.46016967445469387,0.7300847180180574,672.0,semantic,,,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. ywd AgusYudhoyono PDemokrat Demokrat Bersama Rakyat,Pak SBY Turun Gunung Ke Aceh Bersama Mas AHY Dan Pak Prabowo.. ywd AgusYudhoyono PDemokrat Demokrat Bersama Rakyat,prabowo,prabowo
AristaLufthy,Mbahbogan9,0.529847102522491,0.6957027912139893,0.3639914138309928,0.529847102522491,875.0,semantic,,,@DrAdiguna23607 @ganjarpranowo @aniesbaswedan @prabowo Dr apaan nulis aja belepotan goblok,@ethadisaputra @aniesbaswedan @prabowo @ganjarpranowo âð,prabowo,prabowo
kshafa82,p_widyanto,0.9741283655470696,1.0,0.9482567310941393,0.9741283655470696,46.0,retweet,tomlembong,1742806607074087209,"Mendengar Pak Anies disini, rasanya saya sudah berada di perahu yang tepat. Menurut saya, Pak Anies adalah pemimpin berpengalaman dan berani yg memang sudah sering menemui bahka...","Mendengar Pak Anies disini, rasanya saya sudah berada di perahu yang tepat. Menurut saya, Pak Anies adalah pemimpin berpengalaman dan berani yg memang sudah sering menemui bahka...",anies,anies
AriJund,kshafa82,0.9052070205753324,1.0,0.810414041150665,0.9052070205753324,182.0,retweet,tomlembong,1742806607074087209,"Mendengar Pak Anies disini, rasanya saya sudah berada di perahu yang tepat. Menurut saya, Pak Anies adalah pemimpin berpengalaman dan berani yg memang sudah sering menemui bahka...","Mendengar Pak Anies disini, rasanya saya sudah berada di perahu yang tepat. Menurut saya, Pak Anies adalah pemimpin berpengalaman dan berani yg memang sudah sering menemui bahka...",anies,anies
Kang_Bedjos,Pribumituan,0.9857689495570853,1.0,0.9715378991141705,0.9857689495570853,25.0,retweet,CNNIndonesia,1742829926326337909,"Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main","Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main",anies,anies
Pribumituan,ZulKifl17902570,0.9521993391456003,1.0,0.9043986782912005,0.9521993391456003,87.0,retweet,CNNIndonesia,1742829926326337909,"Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main","Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main",anies,anies
Pribumituan,haenelnator,0.8918593986049141,1.0,0.7837187972098283,0.8918593986049141,211.0,retweet,CNNIndonesia,1742829926326337909,"Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main","Contoh Surat Suara Hanya 2 Paslon, Anies Minta KPU Tak Main-main",anies,anies
irwanset_irwan,kopikapalfire,0.9914121074270273,1.0,0.9828242148540547,0.9914121074270273,15.0,retweet,marlina_idha,1742879516320796977,Acara Desak Anies mendapat perhatian media internasional. Kampanye cerdasðð¯ #AMINSatukanIndonesia,Acara Desak Anies mendapat perhatian media internasional. Kampanye cerdasðð¯ #AMINSatukanIndonesia,anies,anies
AbdeeDenny,kopikapalfire,0.9052070205753324,1.0,0.810414041150665,0.9052070205753324,182.0,retweet,marlina_idha,1742879516320796977,Acara Desak Anies mendapat perhatian media internasional. Kampanye cerdasðð¯ #AMINSatukanIndonesia,Acara Desak Anies mendapat perhatian media internasional. Kampanye cerdasðð¯ #AMINSatukanIndonesia,anies,anies
JohnyBonar,royanaHroyana,0.9367989840006672,1.0,0.8735979680013345,0.9367989840006672,117.0,retweet,2045Tv,1742833248387104776,Hati-hati !! Ini yang bisa terjadi kalau Prabowo jadi presiden !! Simak ulasan @islah_bahrawi selengkapnya:,Hati-hati !! Ini yang bisa terjadi kalau Prabowo jadi presiden !! Simak ulasan @islah_bahrawi selengkapnya:,prabowo,prabowo
JohnyBonar,Surokonto99,0.9103880183686407,1.0,0.8207760367372814,0.9103880183686407,171.0,retweet,2045Tv,1742833248387104776,Hati-hati !! Ini yang bisa terjadi kalau Prabowo jadi presiden !! Simak ulasan @islah_bahrawi selengkapnya:,Hati-hati !! Ini yang bisa terjadi kalau Prabowo jadi presiden !! Simak ulasan @islah_bahrawi selengkapnya:,prabowo,prabowo
D_Kusnandar,Rah_kmadi,0.9649096559457313,1.0,0.9298193118914625,0.9649096559457313,63.0,retweet,sutanmangara,1742782026577748158,Pola Kampanye Anies melalui program DESAK ANIES Membuktikan bahwa Visi &amp; Misi nya serta Rekam jejaknya Siap Untuk dibedah Rakyat...,Pola Kampanye Anies melalui program DESAK ANIES Membuktikan bahwa Visi &amp; Misi nya serta Rekam jejaknya Siap Untuk dibedah Rakyat...,anies,anies
raplip,salsastra,0.9278116798583083,1.0,0.8556233597166166,0.9278116798583083,135.0,retweet,dapitnih,1742735714901733688,Dulu gue bertanya2 kenapa Tuhan ga beri kesempatan kita menangkan PRABOWO Sekarang gw tau jawabannya. Terima kasih Tuhan,Dulu gue bertanya2 kenapa Tuhan ga beri kesempatan kita menangkan PRABOWO Sekarang gw tau jawabannya. Terima kasih Tuhan,prabowo,prabowo
faizladitya,raplip,0.7771068296440713,1.0,0.5542136592881426,0.7771068296440713,511.0,retweet,dapitnih,1742735714901733688,Dulu gue bertanya2 kenapa Tuhan ga beri kesempatan kita menangkan PRABOWO Sekarang gw tau jawabannya. Terima kasih Tuhan,Dulu gue bertanya2 kenapa Tuhan ga beri kesempatan kita menangkan PRABOWO Sekarang gw tau jawabannya. Terima kasih Tuhan,prabowo,prabowo
CihuuyOzzie,raplip,0.7426398143906294,1.0,0.4852796287812588,0.7426398143906294,626.0,retweet,dapitnih,1742735714901733688,Dulu gue bertanya2 kenapa Tuhan ga beri kesempatan kita menangkan PRABOWO Sekarang gw tau jawabannya. Terima kasih Tuhan,Dulu gue bertanya2 kenapa Tuhan ga beri kesempatan kita menangkan PRABOWO Sekarang gw tau jawabannya. Terima kasih Tuhan,prabowo,prabowo
DesemberBerk4h,raplip,0.7404081486790799,1.0,0.4808162973581599,0.7404081486790799,634.0,retweet,dapitnih,1742735714901733688,Dulu gue bertanya2 kenapa Tuhan ga beri kesempatan kita menangkan PRABOWO Sekarang gw tau jawabannya. Terima kasih Tuhan,Dulu gue bertanya2 kenapa Tuhan ga beri kesempatan kita menangkan PRABOWO Sekarang gw tau jawabannya. Terima kasih Tuhan,prabowo,prabowo
